product_title,parent_asin,rating,review_title,review_text,timestamp,verified_purchase,helpful_vote,date,year
"LEGION Pulse Pre Workout Supplement - All Natural Nitric Oxide Preworkout Drink to Boost Energy, Creatine Free, Naturally Sweetened, Beta Alanine, Citrulline, Alpha GPC (Caffeine Free Sour Candy)",B0C548JHK2,5.0,Surprisingly great!,"TLDR = surprisingly good, try it for yourself!<br /><br />I'm happy there is a stim-free option as I don't consume caffeine. I've always been someone cautious about supplements and if preworkout is really going to make a difference or not. So here's an honest review from someone who doesn't take supplements unless it's super worth it...<br /><br />The blue raspberry flavor is AMAZING. I was not expecting how smooth and tasty it would be. It was like a better version of cool-aid or candy or something. It was pleasant to drink. Which means I can start my mornings off being happy 💪<br /><br />It boosted my workout. My husband and I both felt it helped improve our workouts. Compared to our last workout without preworkout lifting felt easier/ smoother and helped us better able to perform / gave more endurance.<br /><br />The downside is it majorly made my skin burn/itch/tingle. Happened to my husband too but mine was a little worse and started around my ears, lips, and jaw line but I ended up feeling it in my arms and lower legs too. It only lasted under 2 hours. After researching it's likely due to the Beta Alanine. We really did like this product and the benefits though so we're going to give it a few more tries as it seems it might be worth the inconvenient side effect (that is ultimately harmless).<br /><br />If you're wondering if you should try Pulse, I'd say it's worth trying for sure and you just have to see if you get side-effects and how severe it is. Cuz it really is great otherwise!",1599404860517,True,0,2020-09-06 15:07:40.517,2020
"Sports Research Collagen Peptides Powder - Hydrolyzed Type 1 & 3 Collagen Protein Supplement for Skin, Nails, Bones & Joints - Easy Mixing Vital Nutrients & Amino Acids, Collagen for Women & Men",B0BL2GJJ13,5.0,I like it,Pretty great collagen . Easy to mix into anything. I also use some of their other products- love them all.,1607704778068,True,0,2020-12-11 16:39:38.068,2020
"AminoGenesis Therapeutic Facial Repair w/SYTHE'6 1.7 oz Anti Aging, Moisturizer, Peptide, Amino Acids, Collagen, Elastin, Wrinkle, Dark Spot, Dry, All Skin Type Cream, Skin Renewing",B000JV2Y0O,5.0,Great face lotion,I love the way this lotion makes my skin look and feel.,1586257249847,True,0,2020-04-07 11:00:49.847,2020
"Premier Protein Powder, Cafe Latte , 30g Protein, 1g Sugar, 100% Whey Protein, Keto Friendly, No Soy Ingredients, Gluten Free, 17 servings, 23.9 Ounce (Pack of 1)",B07XB37LLX,1.0,Sweet with essence of burned rubber,"CAFE LATTE  Tried this for the first time yesterday, and won't be purchasing again.  There are several issues.  First the flavor.  I mixed it with milk and as I raise my glass I smelled what smelled like burning rubber.  So, I got another glass and tried again.  Still smelled like burning rubber.  It did NOT taste like burning rubber, it was virtually tasteless, just sweet.  Second the labeling is very misleading.  To begin with I ordered cafe latte, but no where on the label does it say what flavor it is.  The only reason I know it was the cafe latte flavor was the color being tan and a recipe they had on the side saying morning mocha bowl, calling for a scoop of cafe latte protein mix.  Then the nutrition information label says serving size 2 scoops, but no directions as to mixing or amounts.  There is a picture next to the nutrition label saying  ""Easy to enjoy"" saying ""it only takes 6-8oz of water and 1 serving of powder to make a shake.""  Two scoops of powder is the equivalent of 1/3 cup, 6 oz of water is 3/4 cup, which to me, seems like a lot of powder for a small serving.  Since when is 6 oz a serving of any liquid?  Be that as it may, it was very disappointing, especially since ""essence of burning rubber"" is not one of my favorite flavors.",1627002119559,False,0,2021-07-23 01:01:59.559,2021
"Collagen Peptides Powder - Hydrolyzed Collagen Protein Powder, Grass Fed for Hair Growth Skin Nails Joints; Post Workout Hydrolysate Collagen Supplements For Women & Men, Organic Non-GMO, Unflavored",B085RSNK2Q,4.0,Good but pricey,"Like other collagen it needs to be put into an actually blender to really dissolve in smoothies. Manual shaking is never enough. But this is quite expected for what is literally bone powder. Besides that it is quite on the expensive side compare to other brands including the fact that the bottle is only 15 servings. Besides that I think this is a good product, tasteless, and my nails are getting stronger :).",1593124918601,True,0,2020-06-25 22:41:58.601,2020
"Nutiva Organic Cold-Pressed Raw Hemp Seed Protein Powder, Peak Protein, 16 Ounce, USDA Organic, Non-GMO, Whole 30 Approved, Vegan, Gluten-Free & Keto, Plant Protein with Essential Amino Acids",B09CWWM4C4,1.0,yuk,never again...live & learn oh well,1581142774950,True,0,2020-02-08 06:19:34.950,2020
"Sports Research Collagen Peptides Powder - Hydrolyzed Type 1 & 3 Collagen Protein Supplement for Skin, Nails, Bones & Joints - Easy Mixing Vital Nutrients & Amino Acids, Collagen for Women & Men",B0BL2GJJ13,5.0,dissolves fast and no taste!,Easy dissolving and no taste!,1620239109120,True,0,2021-05-05 18:25:09.120,2021
"KOS Vegan Protein Powder, Chocolate USDA Organic - Low Carb Pea Protein Blend, Plant Based Superfood with Vitamins & Minerals - Keto, Soy, Gluten Free - Meal Replacement for Women & Men - 10 Servings",B0C533RGW5,1.0,Taste like crap,So after reading the reviews I was excited to try this powder.  It mixed up well and all? But it really tastes like crappy powder. Very disappointed. 🤮,1598237113529,True,0,2020-08-24 02:45:13.529,2020
"Beast Sports Nutrition Creature, Pink Lemonade - 11.64 oz - 5 Forms of Creatine + Creatine Optimizers - Improve Strength, Muscle Tone, Endurance, Recovery & Energy Production - 60 Servings",B09R3ZFDKD,5.0,Great product and value,"Mixes well in water, very good company and I can see results. Would recommend.",1648443691138,True,0,2022-03-28 05:01:31.138,2022
"Let's Go Chia Peanut Butter Protein | Plant Based Protein Powder | 5 Ingredients | 8g Fiber | Keto-Friendly | Low Calorie- Chia Seed, Natural Cocoa, Pink Himalayan Salt, Monk Fruit | 16 Servings",B08WRNWLTK,5.0,"So good, it tastes more like dessert! Like powder version of peanut butter cup candy","So good, it tastes more like dessert! It is impressively yummy tasting. Possibly the best thing I have had in ages- the taste is just natural and not ""protein"" tasting. I could drink this all day, every day. It mixes well shaken or blended. I have yet to try it in food or desserts, but this is robust enough tasting that I think it would be great used in a recipe. I used to just add peanut butter powder to greek yogurt, but this is even better. I make homemade ice cream, and I think this would make a great flavor addition.<br /><br />The primary flavor is peanut butter. I was concerned that the addition of chocolate would reduce the peanuty goodness, but it is fantastically done. Think of the peanut butter cup candy. The chocolate highlights the peanut butter. The sweetness in this is at a good level too. It hits the spot when I want something sweet. I like this a lot.<br /><br />Serving size is 2 scoops. I tend to use just one scoop. I add it into 8 ounces of non dairy milk.",1620743495761,False,0,2021-05-11 14:31:35.761,2021
"BULKSUPPLEMENTS.COM Creatine Monohydrate Powder - Micronized Creatine Monohydrate - Creatine Micronized Powder - 5g (5000mg) of Creatine Powder per Serving, Gluten Free (250 Grams - 8.8 oz)",B0BQD5PGVG,5.0,Great,Have multiple orders with Bulk Supplements over the years always great products great service Fair pricing. Highly recommended.,1615824655836,True,0,2021-03-15 16:10:55.836,2021
"BodyHealth PerfectAmino (300 Tablets) 8 Essential Amino Acids Supplements with BCAA, Increase Muscle Recovery, Boost Energy & Stamina, 99% Utilization, Vegan Branched Chain Protein Pre/Post Workout",B0BB85JFRW,1.0,Don't buy.,It did ABSOLUTELY NOTHING!,1614591145577,True,4,2021-03-01 09:32:25.577,2021
"AminoLean Pre Workout Powder, Amino Energy & Weight Management with Vegan BCAA Amino Acids, Natural Caffeine, Preworkout Boost for Men & Women, 30 Serv",B0B5B7ZP1V,4.0,Great taste,It’s too soon to see results but the taste is great!,1616651063842,True,0,2021-03-25 05:44:23.842,2021
"Muscle Feast 100% Grass-Fed Whey Protein, Pastured Raised Hormone Free All Natural, Chocolate, 2lb",B0BLB6DFZJ,5.0,One of the best,"This is probably one of the best proteins on the market. I mix 4-6 ounces of Fairfield Chocolate milk, 2 scoops of protein, and about 3-4 ounces of water. Tastes great!!!",1621357146807,True,0,2021-05-18 16:59:06.807,2021
"Life's Fortune Multivitamin & Mineral 180 Tablets, All Natural Energy Source Supplying Whole Food Concentrates, Antioxidants, Amino Acids, Enzymes, Trace Minerals & More",B01CUJW2Q8,5.0,this is an excellent vitamin.,We have used this vitamin for several years and really like it.,1584973079955,True,0,2020-03-23 14:17:59.955,2020
"Jacked Factory Authentic ISO Grass Fed Whey Protein Isolate Powder - Low Carb, Non-GMO Muscle Building Protein w/No Fillers, Mixes Perfectly for Post Workout Recovery, Vanilla - 2LB, 30 SV",B0C6YNVZTZ,5.0,The Best Protein Shake I ever had.,"Awesome taste, dissolves without hassle.<br />Wish there was a 5lb version.<br /><br />Vanilla Oatmeal flavor is the best tasting.<br />Plain Vanilla has a very artificial taste and is my least favorite.",1667189739223,True,2,2022-10-31 04:15:39.223,2022
Vegan Protein Powder with BCAA | Organic Hemp Seed Protein Gluten Free Non-GMO Dairy Free Soy Sugar Free Low Carb Plant Based Protein Powder | Berry 15 SRV 375 G | Warrior Blend by Sunwarrior,B0BYFRP81C,5.0,Just YUM!,i once had a plant based protein and it was SUPER gritty and just overly unpleasant.  I can not say enough about this product.  it blends nicely in my smoothie.  no off taste like with whey proteins.  i also tried it plain with just water and i wasn't upset.  give it a try.,1628184880113,True,0,2021-08-05 17:34:40.113,2021
"Sun Bay Organics Vanilla Vegan Protein Powder - 1.5 lb of New Vanilla Formula Plant Based Organic 21g Protein Blend Shake Mix - Soy, Dairy, and Gluten Free",B0B44G2M68,5.0,It's organic and lots of bang for the buck,Taste great and a great value,1619730770443,True,0,2021-04-29 21:12:50.443,2021
"Isopure Low Carb, Vitamin C and Zinc for Immune Support, 25g Protein, Keto Friendly Protein Powder, 100% Whey Protein Isolate, Flavor: Chocolate Peanut Butter, 3 Pounds (Packaging May Vary)",B097FPHJ35,5.0,Best flavor like a real vanilla shake,This shake is great. Tastes awesome and no calories. You can make waffles pancakes even muffins if you are creative. It has helped me shed 45 pounds with a regular work out regimen.,1605138685439,True,0,2020-11-11 23:51:25.439,2020
"Blue Diamond Almonds Almond Protein Powder, Vanilla - 20g Protein, Plant Based, Vegan, Gluten Free, Non Dairy, Non-GMO, 100% Pure Almond Protein, 24 Ounce",B083FKTB9X,5.0,Delicious rich dark chocolate taste,"I am loving this product!!! I have only mixed it in my fage 0% Greek yogurt to start, but love the taste! I will be a repeat customer for sure!!",1606570146298,False,1,2020-11-28 13:29:06.298,2020
"BEYOND RAW LIT AF | Advanced Formula Clinical Strength Pre-Workout Powder | Contains Caffeine, L-Citruline, and Nitrosigine | Gummy Worm | 20 Servings",B0BS4BKRJN,5.0,WOWSA!!!!,You can't go wrong with Lit Af!!! Works amazingly well!,1634687247725,True,1,2021-10-19 23:47:27.725,2021
"Premier Protein Powder, Cafe Latte , 30g Protein, 1g Sugar, 100% Whey Protein, Keto Friendly, No Soy Ingredients, Gluten Free, 17 servings, 23.9 Ounce (Pack of 1)",B07XB37LLX,5.0,Taste and value,Absolutely the best for the money and I will be buying more thank you Good Product,1616381605744,True,0,2021-03-22 02:53:25.744,2021
"Quest Nutrition Protein Powder, Vanilla Milkshake, 1.6 Pound",B0C4Z5B2B7,5.0,Love Quest,"Never chalky, blends well even in a shaker. Low calorie so works great with added fruits or veggies.",1668130037756,True,1,2022-11-11 01:27:17.756,2022
"Multi Collagen Protein Powder, Chocolate Truffle (28.8 oz) - for Healthy Hair Skin and Nails, Paleo and Keto Friendly",B07CX2NZXM,4.0,Pretty Good Taste,"This collagen shake had a pretty good taste. There was a slight aftertaste to me, however, I feel that I will get used to that. The chocolate flavor was good and the texture of the shake was pretty smooth. It is the first collagen shake mix that I have ever tried, so I don't have anything to compare it to, however, I was impressed with the taste.",1579574968837,False,0,2020-01-21 02:49:28.837,2020
"Genius Pre Workout Powder, Blue Raspberry - All-Natural Nootropic Pre-workout & Caffeine-Free Nitric Oxide Booster Supplement with Beta Alanine & Alpha GPC - No Artificial Flavors, Sweeteners, or Dyes",B0C33LNCSR,4.0,Review,"Great tasting, feels clean but the buzz doesnt stay long",1672373262733,True,1,2022-12-30 04:07:42.733,2022
"Pre Workout Powder MuscleTech Vapor X5, Pre Workout Powder for Men & Women, PreWorkout Energy Powder Drink Mix Sports Nutrition Pre-Workout Products, Blue Raspberry (30 Servings)-Package Varies",B0C5JZ15L9,5.0,My favorite pre-workout,Bought several brands but this one gives me energy like no other and the flavor is nice.,1636076692989,True,0,2021-11-05 01:44:52.989,2021
"BSN SYNTHA-6 Whey Protein Powder with Micellar Casein, Milk Protein Isolate Powder, Vanilla Ice Cream, 48 Servings (Packaging May Vary)",B0C3WS4K1F,5.0,as pictured & described- great!,as pictured & described- great!,1652805725972,True,0,2022-05-17 16:42:05.972,2022
"BlenderBottle Classic Shaker Bottle Perfect for Protein Shakes and Pre Workout, All Pink and Coral , 28-Ounce (Pack of 2)",B0BZTSMS3K,2.0,If you're looking to use the measurements - Do not buy,I bought these specifically because of the great ratings & the measurements on the sides of the cup. I can barely see the measurements because the writing is the same color as the cup. I can barely see it when the cup is empty & less so when it is full. I'm so disappointed. I ordered 4 of these and put them through the washer immediately because I wanted to start using them. Only to realize I still have to measure everything out because I can't read the measurements on the side of the cup.,1648859003093,True,0,2022-04-02 00:23:23.093,2022
